DAILY_ENERGY_CONSUMPTION_KWH,MEAN_TEMPERATURE_C,MEAN_RELATIVE_HUMIDITY_PERC,MEAN_WIND_SPEED_MS,HOUSEHOLD_NET_SOLAR_RADIATION_kWh,ENTHALPY_GRADIENT_COOLING_DEHUM_kJperKg
4.6618,26.737499999999997,85.075,1.7416666666666665,623.0840000000002,34.251424199692444
16.2055,26.737499999999997,85.075,1.7416666666666665,1386.6170000000004,34.251424199692444
25.7936,26.737499999999997,85.075,1.7416666666666665,1386.6170000000004,34.251424199692444
11.9753,26.737499999999997,85.075,1.7416666666666665,1386.6170000000004,34.251424199692444
6.4620000000000015,26.737499999999997,85.075,1.7416666666666665,1403.9370000000006,34.251424199692444
17.501699999999996,26.737499999999997,85.075,1.7416666666666665,1403.9370000000006,34.251424199692444
11.3953,26.737499999999997,85.075,1.7416666666666665,1403.9370000000006,34.251424199692444
15.3356,26.737499999999997,85.075,1.7416666666666665,1403.9370000000006,34.251424199692444
4.9845,26.737499999999997,85.075,1.7416666666666665,1359.224,34.251424199692444
7.279299999999997,26.737499999999997,85.075,1.7416666666666665,1359.224,34.251424199692444
5.7517,26.737499999999997,85.075,1.7416666666666665,1359.224,34.251424199692444
28.917300000000004,26.737499999999997,85.075,1.7416666666666665,1359.224,34.251424199692444
6.3576000000000015,26.737499999999997,85.075,1.7416666666666665,817.3829999999997,34.251424199692444
13.412400000000002,26.737499999999997,85.075,1.7416666666666665,817.3829999999997,34.251424199692444
5.6488000000000005,26.737499999999997,85.075,1.7416666666666665,817.3829999999997,34.251424199692444
3.7615,26.737499999999997,85.075,1.7416666666666665,461.82399999999984,34.251424199692444
32.0489,26.737499999999997,85.075,1.7416666666666665,180.643,34.251424199692444
8.0363,26.737499999999997,85.075,1.7416666666666665,1273.954,34.251424199692444
9.7811,26.737499999999997,85.075,1.7416666666666665,1273.954,34.251424199692444
12.655699999999998,26.737499999999997,85.075,1.7416666666666665,1273.954,34.251424199692444
9.3663,26.737499999999997,85.075,1.7416666666666665,1273.954,34.251424199692444
15.1614,26.737499999999997,85.075,1.7416666666666665,1273.954,34.251424199692444
17.578799999999998,26.737499999999997,85.075,1.7416666666666665,176.25799999999998,34.251424199692444
2.6647,26.737499999999997,85.075,1.7416666666666665,1467.2919999999997,34.251424199692444
12.235500000000002,26.737499999999997,85.075,1.7416666666666665,1467.2919999999997,34.251424199692444
25.1146,26.737499999999997,85.075,1.7416666666666665,1441.703,34.251424199692444
10.1537,26.737499999999997,85.075,1.7416666666666665,1441.703,34.251424199692444
11.508399999999998,26.737499999999997,85.075,1.7416666666666665,1441.703,34.251424199692444
4.3355,26.737499999999997,85.075,1.7416666666666665,1393.7199999999998,34.251424199692444
